conference,year,index,paper_id,given_name,family_name,org,institution,email
facct,2019,0,32875603287561,Ran,Canetti,bu,boston university and tel aviv university,
facct,2019,1,32875603287561,Aloni,Cohen,mit,mit,
facct,2019,2,32875603287561,Nishanth,Dikkala,mit,mit,
facct,2019,3,32875603287561,Govind,Ramnarayan,mit,mit,
facct,2019,4,32875603287561,Sarah,Scheffler,bu,boston university,
facct,2019,5,32875603287561,Adam,Smith,bu,boston university,
facct,2019,0,32875603287568,Jake,Goldenfein,cornell,cornell technew yorknew york and cornell techcornell university and swinburne university of technology,
facct,2019,0,32875603287599,Hussein,Mouzannar,usc,american university of beirut,
facct,2019,1,32875603287599,Mesrob I.,Ohannessian,ttic,toyota technological institute at chicago,
facct,2019,2,32875603287599,Nathan,Srebro,ttic,toyota technological institute at chicago,
facct,2019,0,32875603287579,Nicole,Immorlica,microsoft,microsoft research,
facct,2019,1,32875603287579,Katrina,Ligett,huji,hebrew university of jerusalem,
facct,2019,2,32875603287579,Juba,Ziani,caltech,california institute of technology,
facct,2019,0,32875603287571,Hadi,Elzayn,upenn,university of pennsylvania,
facct,2019,1,32875603287571,Shahin,Jabbari,upenn,university of pennsylvania,
facct,2019,2,32875603287571,Christopher,Jung,upenn,university of pennsylvania,
facct,2019,3,32875603287571,Michael,Kearns,upenn,university of pennsylvania,
facct,2019,4,32875603287571,Seth,Neel,upenn,university of pennsylvania,
facct,2019,5,32875603287571,Aaron,Roth,upenn,university of pennsylvania,
facct,2019,6,32875603287571,Zachary,Schutzman,upenn,university of pennsylvania,
facct,2019,0,32875603287565,Shan,Jiang,northeastern,northeastern university,
facct,2019,1,32875603287565,John,Martin,northeastern,northeastern university,
facct,2019,2,32875603287565,Christo,Wilson,northeastern,northeastern university,
facct,2019,0,32875603287591,Brenda,Leong,washington,future of privacy forumwashingtondcusa,
facct,2019,1,32875603287591,Evan,Selinger,rit,department of philosophyrochester institute of technologyrochesternyusa,
facct,2019,0,32875603287582,Moshe,Babaioff,microsoft,microsoft research,
facct,2019,1,32875603287582,Noam,Nisan,huji,hebrew university of jerusalem,
facct,2019,2,32875603287582,Inbal,Talgam-Cohen,technion,technion,
facct,2019,0,32875603287583,Dimitrios,Bountouridis,ethz,delft university of technologythe netherlands,
facct,2019,1,32875603287583,Jaron,Harambam,uva,institute for information lawuniversity of amsterdamthe netherlands,
facct,2019,2,32875603287583,Mykola,Makhortykh,uva,amsterdam school of communication researchuniversity of amsterdamthe netherlands,
facct,2019,3,32875603287583,Mónica,Marrero,ethz,delft university of technologythe netherlands,
facct,2019,4,32875603287583,Nava,Tintarev,ethz,delft university of technologythe netherlands,
facct,2019,5,32875603287583,Claudia,Hauff,ethz,delft university of technologythe netherlands,
facct,2019,0,32875603287595,Dallas,Card,cmu,machine learning departmentcarnegie mellon universitypittsburghpennsylvania,
facct,2019,1,32875603287595,Michael,Zhang,washington,paul gallen school of computer science and engineeringuniversity of washingtonseattlewashington,
facct,2019,2,32875603287595,Noah A.,Smith,washington,paul gallen school of computer science and engineeringuniversity of washingtonseattlewashington and allen institute for artificialintelligenceseattlewashington,
facct,2019,0,32875603287570,Abhijnan,Chakraborty,iit,mpi for software systemsgermany iit kharagpurindia,
facct,2019,1,32875603287570,Gourab K.,Patro,iit,iit kharagpurindia,
facct,2019,2,32875603287570,Niloy,Ganguly,iit,iit kharagpurindia,
facct,2019,3,32875603287570,Krishna P.,Gummadi,,mpi for software systemsgermany,
facct,2019,4,32875603287570,Patrick,Loiseau,inria,univgrenoble alpesinriacnrsgrenoble inplig ampmpi sws,
facct,2019,0,32875603287564,David,Madras,toronto,university of torontovector institute,
facct,2019,1,32875603287564,Elliot,Creager,toronto,university of torontovector institute,
facct,2019,2,32875603287564,Toniann,Pitassi,toronto,university of torontovector institute,
facct,2019,3,32875603287564,Richard,Zemel,toronto,university of torontovector institute,
facct,2019,0,32875603287578,Sampath,Kannan,upenn,university of pennsylvania,
facct,2019,1,32875603287578,Aaron,Roth,upenn,university of pennsylvania,
facct,2019,2,32875603287578,Juba,Ziani,caltech,california institute of technology,
facct,2019,0,32875603287585,Severin,Engelmann,tum,technical university of munich,
facct,2019,1,32875603287585,Mo,Chen,tum,technical university of munich,
facct,2019,2,32875603287585,Felix,Fischer,tum,technical university of munich and iflondon,
facct,2019,3,32875603287585,Ching-yu,Kao,itu,fraunhofer institute for applied and integrated security,
facct,2019,4,32875603287585,Jens,Grossklags,tum,technical university of munich,
facct,2019,0,32875603287572,Maria,De-Arteaga,cmu,carnegie mellon university,
facct,2019,1,32875603287572,Alexey,Romanov,umass,university of massachusetts lowell,
facct,2019,2,32875603287572,Hanna,Wallach,microsoft,microsoft research,
facct,2019,3,32875603287572,Jennifer,Chayes,microsoft,microsoft research,
facct,2019,4,32875603287572,Christian,Borgs,microsoft,microsoft research,
facct,2019,5,32875603287572,Alexandra,Chouldechova,cmu,carnegie mellon university,
facct,2019,6,32875603287572,Sahin,Geyik,linkedin,linkedin,
facct,2019,7,32875603287572,Krishnaram,Kenthapadi,linkedin,linkedin,
facct,2019,8,32875603287572,Adam Tauman,Kalai,microsoft,microsoft research,
facct,2019,0,32875603287588,Aws,Albarghouthi,wisc,university of wisconsinmadison,
facct,2019,1,32875603287588,Samuel,Vinitsky,wisc,university of wisconsinmadison,
facct,2019,0,32875603287573,Bruce,Glymour,,department of philosophykansas state universitymanhattanksusa,
facct,2019,1,32875603287573,Jonathan,Herington,,department of philosophykansas state universitymanhattanksusa,
facct,2019,0,32875603287567,Samir,Passi,cornell,information sciencecornell university,
facct,2019,1,32875603287567,Solon,Barocas,cornell,information sciencecornell university,
facct,2019,0,32875603287575,Sebastian,Benthall,nyu,new york university,
facct,2019,1,32875603287575,Bruce D.,Haynes,ucdavis,university of californiadavis,
facct,2019,0,32875603287601,L. Elisa,Celis,yale,yale university,
facct,2019,1,32875603287601,Sayash,Kapoor,iit,iit kanpur,
facct,2019,2,32875603287601,Farnood,Salehi,epfl,cole polytechnique fdrale de lausanne epfl,
facct,2019,3,32875603287601,Nisheeth,Vishnoi,yale,yale university,
facct,2019,0,32875603287577,Meg,Young,washington,university of washington,
facct,2019,1,32875603287577,Luke,Rodriguez,washington,university of washington,
facct,2019,2,32875603287577,Emily,Keller,washington,university of washington,
facct,2019,3,32875603287577,Feiyang,Sun,washington,university of washington,
facct,2019,4,32875603287577,Boyang,Sa,washington,university of washington,
facct,2019,5,32875603287577,Jan,Whittington,washington,university of washington,
facct,2019,6,32875603287577,Bill,Howe,washington,university of washington,
facct,2019,0,32875603287562,Smitha,Milli,berkeley,university of californiaberkeley,
facct,2019,1,32875603287562,Ludwig,Schmidt,berkeley,university of californiaberkeley,
facct,2019,2,32875603287562,Anca D.,Dragan,berkeley,university of californiaberkeley,
facct,2019,3,32875603287562,Moritz,Hardt,berkeley,university of californiaberkeley,
facct,2019,0,32875603287593,Ziad,Obermeyer,berkeley,uc berkeleyberkeleyca,
facct,2019,1,32875603287593,Sendhil,Mullainathan,uchicago,university of chicagochicagoil,
facct,2019,0,32875603287569,Chris,Russell,turing,the university of surrey and the alan turing institute,
facct,2019,0,32875603287598,Andrew D.,Selbst,csiro,data ampsociety research institutenew yorkny,
facct,2019,1,32875603287598,Danah,Boyd,microsoft,microsoft research and data ampsociety research institutenew yorkny,
facct,2019,2,32875603287598,Sorelle A.,Friedler,haverford,haverford collegehaverfordpa,
facct,2019,3,32875603287598,Suresh,Venkatasubramanian,utah,university of utahsalt lake cityut,
facct,2019,4,32875603287598,Janet,Vertesi,princeton,princeton universityprincetonnj,
facct,2019,0,32875603287592,Michael,Kearns,upenn,department of computer and information sciencesuniversity of pennsylvania,
facct,2019,1,32875603287592,Seth,Neel,upenn,department of statisticsuniversity of pennsylvania,
facct,2019,2,32875603287592,Aaron,Roth,upenn,department of computer and information sciencesuniversity of pennsylvania,
facct,2019,3,32875603287592,Zhiwei Steven,Wu,umn,department of computer science and engineeringuniversity of minnesota,
facct,2019,0,32875603287566,Berk,Ustun,harvard,harvard universitycambridgema,
facct,2019,1,32875603287566,Alexander,Spangher,cmu,carnegie mellon universitypittsburghpa,
facct,2019,2,32875603287566,Yang,Liu,ucsc,uc santa cruz csesanta cruzca,
facct,2019,0,32875603287574,Brent,Mittelstadt,ox,university of oxfordthe alan turing institute,
facct,2019,1,32875603287574,Chris,Russell,turing,university of surreythe alan turing institute,
facct,2019,2,32875603287574,Sandra,Wachter,ox,university of oxfordthe alan turing institute,
facct,2019,0,32875603287587,Stevie,Chancellor,gatech,georgia techatlantagaus,
facct,2019,1,32875603287587,Michael L.,Birnbaum,nyu,northwell healthglen oaksnyus,
facct,2019,2,32875603287587,Eric D.,Caine,nyu,university of rochesterrochesternyus,
facct,2019,3,32875603287587,Vincent M. B.,Silenzio,nyu,university of rochesterrochesternyus,
facct,2019,4,32875603287587,Munmun,De Choudhury,gatech,georgia techatlantagaus,
facct,2019,0,32875603287576,Smitha,Milli,berkeley,university of californiaberkeley,
facct,2019,1,32875603287576,John,Miller,berkeley,university of californiaberkeley,
facct,2019,2,32875603287576,Anca D.,Dragan,berkeley,university of californiaberkeley,
facct,2019,3,32875603287576,Moritz,Hardt,berkeley,university of californiaberkeley,
facct,2019,0,32875603287586,L. Elisa,Celis,yale,yale university,
facct,2019,1,32875603287586,Lingxiao,Huang,epfl,epfl,
facct,2019,2,32875603287586,Vijay,Keswani,epfl,epfl,
facct,2019,3,32875603287586,Nisheeth K.,Vishnoi,yale,yale university,
facct,2019,0,32875603287563,Ben,Green,harvard,harvard university,
facct,2019,1,32875603287563,Yiling,Chen,harvard,harvard university,
facct,2019,0,32875603287590,Vivian,Lai,colorado,university of colorado boulder,
facct,2019,1,32875603287590,Chenhao,Tan,colorado,university of colorado boulder,
facct,2019,0,32875603287580,Filipe N.,Ribeiro,ufmg,ufopufmgbrazil,
facct,2019,1,32875603287580,Koustuv,Saha,gatech,georgia techus,
facct,2019,2,32875603287580,Mahmoudreza,Babaei,mpi-sws,mpiswsgermany,
facct,2019,3,32875603287580,Lucas,Henrique,ufmg,ufmgbrazil,
facct,2019,4,32875603287580,Johnnatan,Messias,mpi-sws,mpiswsgermany,
facct,2019,5,32875603287580,Fabricio,Benevenuto,ufmg,ufmgbrazil,
facct,2019,6,32875603287580,Oana,Goga,cnrs,univgrenoble alpescnrsgrenoble inpligfrance,
facct,2019,7,32875603287580,Krishna P.,Gummadi,mpi-sws,mpiswsgermany,
facct,2019,8,32875603287580,Elissa M.,Redmiles,umd,university of marylandus,
facct,2019,0,32875603287581,Mahmoudreza,Babaei,mpi-sws,mpiswsgermany,
facct,2019,1,32875603287581,Abhijnan,Chakraborty,mpi-sws,mpiswsgermany,
facct,2019,2,32875603287581,Juhi,Kulshrestha,,gesisgermany,
facct,2019,3,32875603287581,Elissa M.,Redmiles,umd,university of marylandus,
facct,2019,4,32875603287581,Meeyoung,Cha,kaist,kaistsouth korea,
facct,2019,5,32875603287581,Krishna P.,Gummadi,mpi-sws,mpiswsgermany,
facct,2019,0,32875603287597,Lily,Hu,harvard,harvard universitycambridgema,
facct,2019,1,32875603287597,Nicole,Immorlica,microsoft,microsoft researchcambridgema,
facct,2019,2,32875603287597,Jennifer Wortman,Vaughan,microsoft,microsoft researchnew yorkny,
facct,2019,0,32875603287584,Hoda,Heidari,ethz,eth zrich,
facct,2019,1,32875603287584,Michele,Loi,,university of zrich,
facct,2019,2,32875603287584,Krishna P.,Gummadi,mpi-sws,mpisws,
facct,2019,3,32875603287584,Andreas,Krause,ethz,eth zrich,
facct,2019,0,32875603287589,Sorelle A.,Friedler,haverford,haverford college,
facct,2019,1,32875603287589,Carlos,Scheidegger,,university of arizona,
