conference,year,index,paper_id,given_name,family_name,org,institution,email
aies,2018,0,32787213278732,Cindy M.,Grimm,oregonstate,oregon state universitycorvallisorusa,
aies,2018,1,32787213278732,William D.,Smart,oregonstate,oregon state universitycorvallisorusa,
aies,2018,2,32787213278732,Woodrow,Hartzog,northeastern,northeastern universitybostonmausa,
aies,2018,0,32787213278793,Joseph A.,Blass,northwestern,northwestern universitychicagoilusa,
aies,2018,0,32787213278801,Colin,Garvey,rpi,rensselaer polytechnic institutetroynyusa,
aies,2018,0,32787213278786,Jin,Xu,gatech,georgia institute of technologyatlantagausa,
aies,2018,0,32787213278722,Naman,Goel,polytechnique,ecole polytechnique federal de lausannelausanneswitzerland,
aies,2018,1,32787213278722,Mohammad,Yaghini,polytechnique,ecole polytechnique federal de lausannelausanneswitzerland,
aies,2018,2,32787213278722,Boi,Faltings,polytechnique,ecole polytechnique federal de lausannelausanneswitzerland,
aies,2018,0,32787213278730,Daniel,Estrada,itu,new jersey institute of technologynewarknjusa,
aies,2018,0,32787213278748,Shiva,Kaul,cmu,carnegie mellon universitypittsburghpausa,
aies,2018,0,32787213278782,Kyle,Hundman,caltech,california institute of technologypasadenacausa,
aies,2018,1,32787213278782,Thamme,Gowda,usc,university of southern californiamarina del reycausa,
aies,2018,2,32787213278782,Mayank,Kejriwal,usc,university of southern californiamarina del reycausa,
aies,2018,3,32787213278782,Benedikt,Boecking,cmu,carnegie mellon universitypittsburghpausa,
aies,2018,0,32787213278764,Matthew,Joseph,upenn,university of pennsylvaniaphiladelphiapausa,
aies,2018,1,32787213278764,Michael,Kearns,upenn,university of pennsylvaniaphiladelphiapausa,
aies,2018,2,32787213278764,Jamie,Morgenstern,upenn,university of pennsylvaniaphiladelphiapausa,
aies,2018,3,32787213278764,Seth,Neel,upenn,university of pennsylvaniaphiladelphiapausa,
aies,2018,4,32787213278764,Aaron,Roth,upenn,university of pennsylvaniaphiladelphiapausa,
aies,2018,0,32787213278743,Michael R.,Scheessele,indiana,indiana university south bendsouth bendinusa,
aies,2018,0,32787213278754,Deepak,Somaya,illinois,university of illinois at urbanachampaignurbanailusa,
aies,2018,1,32787213278754,Lav R.,Varshney,illinois,university of illinois at urbanachampaignurbanailusa,
aies,2018,0,32787213278744,Biplav,Srivastava,ibm,ibm researchyorktown heightsnyusa,
aies,2018,1,32787213278744,Francesca,Rossi,ibm,ibm researchyorktown heightsnyusa,
aies,2018,0,32787213278759,Fan-Yun,Sun,ntu,national taiwan universitytaipeitaiwan roc,
aies,2018,1,32787213278759,Yen-Yu,Chang,ntu,national taiwan universitytaipeitaiwan roc,
aies,2018,2,32787213278759,Yueh-Hua,Wu,ntu,national taiwan universitytaipeitaiwan roc,
aies,2018,3,32787213278759,Shou-De,Lin,ntu,national taiwan universitytaipeitaiwan roc,
aies,2018,0,32787213278749,Nicholas,Mattei,ibm,ibm researchyorktown heightsnyusa,
aies,2018,1,32787213278749,Abdallah,Saffidine,unsw,unsw sydneysydneyaustralia,
aies,2018,2,32787213278749,Toby,Walsh,tu-berlin,unsw sydneydataamptu berlinsydneyaustralia,
aies,2018,0,32787213278794,Rediet,Abebe,cornell,cornell universityithacanyusa,
aies,2018,0,32787213278790,Gong,Chen,,hong kong polytechnic universityhong konghong kong,
aies,2018,0,32787213278797,Bobbie,Eicher,gatech,georgia institute of technologyatlantagausa,
aies,2018,0,32787213278789,Priel,Levy,biu,bar ilan universityramat ganisrael,
aies,2018,0,32787213278792,Marc,Serramia,,universitat de barcelonabarcelonaspain,
aies,2018,0,32787213278741,Piercosma,Bisconti Lucidi,uniroma1,sapienza university of romeromeitaly,
aies,2018,1,32787213278741,Daniele,Nardi,uniroma1,sapienza university of romeromeitaly,
aies,2018,0,32787213278800,Cassandra,Carley,duke,duke universitydurhamncusa,
aies,2018,0,32787213278802,Sarah,Tan,cornell,cornell universityithacanyusa,
aies,2018,0,32787213278783,Stefano,Tedeschi,,universitdegli studi di torinotorinoitaly,
aies,2018,0,32787213278805,Richard B.,Freeman,harvard,harvard universitycambridgemausa,
aies,2018,1,32787213278805,Jason,Furman,harvard,harvard universitycambridgemausa,
aies,2018,0,32787213278757,Hau,Chan,,university of nebraskalincolnlincolnneusa,
aies,2018,1,32787213278757,Long,Tran-Thanh,soton,university of southamptonsouthamptonunited kingdom,
aies,2018,2,32787213278757,Bryan,Wilder,usc,university of southern californialos angelescausa,
aies,2018,3,32787213278757,Eric,Rice,usc,university of southern californialos angelescausa,
aies,2018,4,32787213278757,Phebe,Vayanos,usc,university of southern californialos angelescausa,
aies,2018,5,32787213278757,Milind,Tambe,usc,university of southern californialos angelescausa,
aies,2018,0,32787213278738,Shivaram,Kalyanakrishnan,iitb,indian institute of technology bombaymumbaiindia,
aies,2018,1,32787213278738,Rahul Alex,Panicker,,embrace innovationsbangaloreindia,
aies,2018,2,32787213278738,Sarayu,Natarajan,kcl,kings college londonlondonunited kingdom,
aies,2018,3,32787213278738,Shreya,Rao,,rao law chambersazim premji universitybangaloreindia,
aies,2018,0,32787213278763,Alex John,London,cmu,carnegie mellon universitypittsburghpausa,
aies,2018,1,32787213278763,David,Danks,cmu,carnegie mellon universitypittsburghpausa,
aies,2018,0,32787213278791,Daniel,Kasenberg,tufts,tufts universitymedfordmausa,
aies,2018,0,32787213278787,Barton E.,Lee,unsw,the university of new south walessydneyaustralia,
aies,2018,0,32787213278788,Martin,Strobel,,national university singaporesingaporesingapore,
aies,2018,0,32787213278784,Eva,Thelisson,,university of fribourgfribourgswitzerland,
aies,2018,0,32787213278806,Patrick,Lin,,california polytechnic state universitysan luis obispocausa,
aies,2018,0,32787213278767,Edvard P.,Bjørgen,uib,university of bergenbergennorway,
aies,2018,1,32787213278767,Simen,Madsen,uib,university of bergenbergennorway,
aies,2018,2,32787213278767,Therese S.,Bjørknes,uib,university of bergenbergennorway,
aies,2018,3,32787213278767,Fredrik V.,Heimsæter,uib,university of bergenbergennorway,
aies,2018,4,32787213278767,Robin,Håvik,uib,university of bergenbergennorway,
aies,2018,5,32787213278767,Morten,Linderud,uib,university of bergenbergennorway,
aies,2018,6,32787213278767,Per-Niklas,Longberg,uib,university of bergenbergennorway,
aies,2018,7,32787213278767,Louise A.,Dennis,google,university of liverpoolliverpoolunited kingdom,
aies,2018,8,32787213278767,Marija,Slavkovik,uib,university of bergenbergennorway,
aies,2018,0,32787213278752,Max F.,Kramer,,university of arizonatucsonazusa,
aies,2018,1,32787213278752,Jana,Schaich Borg,duke,duke universitydurhamncusa,
aies,2018,2,32787213278752,Vincent,Conitzer,duke,duke universitydurhamncusa,
aies,2018,3,32787213278752,Walter,Sinnott-Armstrong,duke,duke universitydurhamncusa,
aies,2018,0,32787213278737,Daniel L.,Tobey,,vinson ampelkinsllpdallastxusa,
aies,2018,0,32787213278795,Gagan,Bansal,washington,university of washingtonseattlewausa,
aies,2018,0,32787213278775,Daniel,Kasenberg,tufts,tufts universitymedfordmausa,
aies,2018,1,32787213278775,Matthias,Scheutz,tufts,tufts universitymedfordmausa,
aies,2018,0,32787213278725,Sarah,Tan,cornell,cornell universityithacanyusa,
aies,2018,1,32787213278725,Rich,Caruana,microsoft,microsoft researchredmondwausa,
aies,2018,2,32787213278725,Giles,Hooker,cornell,cornell universityithacanyusa,
aies,2018,3,32787213278725,Yin,Lou,antn,ant financialsan mateocausa,
aies,2018,0,32787213278742,Edward,Raff,columbia,booz allen hamiltoncolumbiamdusa,
aies,2018,1,32787213278742,Jared,Sylvester,columbia,booz allen hamiltoncolumbiamdusa,
aies,2018,2,32787213278742,Steven,Mills,columbia,booz allen hamiltoncolumbiamdusa,
aies,2018,0,32787213278735,Marc,Serramia,,universitat de barcelonabarcelonaspain,
aies,2018,1,32787213278735,Maite,Lopez-Sanchez,,universitat de barcelonabarcelonaspain,
aies,2018,2,32787213278735,Juan A.,Rodriguez-Aguilar,intel,artificial intelligence research institute iiiacsiccerdanyola del vallesspain,
aies,2018,3,32787213278735,Javier,Morales,ox,university of oxfordoxfordunited kingdom,
aies,2018,4,32787213278735,Michael,Wooldridge,ox,university of oxfordoxfordunited kingdom,
aies,2018,5,32787213278735,Carlos,Ansotegui,,universitat de lleidalleidaspain,
aies,2018,0,32787213278740,Amit K.,Chopra,lancaster,lancaster universitylancasterunited kingdom,
aies,2018,1,32787213278740,Munindar P.,SIngh,ncsu,north carolina state universityraleighncusa,
aies,2018,0,32787213278778,Jianxin,Zhao,cam,university of cambridgecambridgeunited kingdom,
aies,2018,1,32787213278778,Richard,Mortier,cam,university of cambridgecambridgeunited kingdom,
aies,2018,2,32787213278778,Jon,Crowcroft,cam,university of cambridgecambridgeunited kingdom,
aies,2018,3,32787213278778,Liang,Wang,cam,university of cambridgecambridgeunited kingdom,
aies,2018,0,32787213278733,Golnoosh,Farnadi,ucsc,uc santa cruzsanta cruzcausa,
aies,2018,1,32787213278733,Behrouz,Babaki,polymtl,polytechnique montrealmontrealpqcanada,
aies,2018,2,32787213278733,Lise,Getoor,ucsc,uc santa cruzsanta cruzcausa,
aies,2018,0,32787213278739,Haris,Aziz,unsw,the university of new south wales ampdatasydneyaustralia,
aies,2018,1,32787213278739,Barton E.,Lee,unsw,the university of new south wales ampdatasydneyaustralia,
aies,2018,0,32787213278760,Bobbie,Eicher,gatech,georgia institute of technologyatlantagausa,
aies,2018,1,32787213278760,Lalith,Polepeddi,gatech,georgia institute of technologyatlantagausa,
aies,2018,2,32787213278760,Ashok,Goel,gatech,georgia institute of technologyatlantagausa,
aies,2018,0,32787213278753,John N.,Hooker,cmu,carnegie mellon universitypittsburghpausa,
aies,2018,1,32787213278753,Tae Wan N.,Kim,cmu,carnegie mellon universitypittsburghpausa,
aies,2018,0,32787213278772,Collin,Johnson,umich,university of michiganann arbormiusa,
aies,2018,1,32787213278772,Benjamin,Kuipers,umich,university of michiganann arbormiusa,
aies,2018,0,32787213278736,Upol,Ehsan,gatech,georgia institute of technologyatlantagausa,
aies,2018,1,32787213278736,Brent,Harrison,ntu,university of kentuckylexingtonkyusa,
aies,2018,2,32787213278736,Larry,Chan,gatech,georgia institute of technologyatlantagausa,
aies,2018,3,32787213278736,Mark O.,Riedl,gatech,georgia institute of technologyatlantagausa,
aies,2018,0,32787213278755,Yuanshuo,Zhao,gatech,georgia institute of technologyatlantagausa,
aies,2018,1,32787213278755,Ioana,Baldini,ibm,ibm researchyorktown heightsnyusa,
aies,2018,2,32787213278755,Prasanna,Sattigeri,ibm,ibm researchyorktown heightsnyusa,
aies,2018,3,32787213278755,Inkit,Padhi,ibm,ibm researchibm researchnyusa,
aies,2018,4,32787213278755,Yoong Keok,Lee,ibm,ibm researchyorktown heightsnyusa,
aies,2018,5,32787213278755,Ethan,Smith,itu,biomimicry institutemissoulamtusa,
aies,2018,0,32787213278734,Pablo,Suárez-Serrato,bosch,universidad nacional autnoma de mxicomxico citymexico,
aies,2018,1,32787213278734,Eduardo Iván,Velázquez Richards,bosch,universidad nacional autnoma de mxicomxico citymexico,
aies,2018,2,32787213278734,Mehrdad,Yazdani,ucsd,university of california san diegosan diegocausa,
aies,2018,0,32787213278768,Alan R.,Wagner,psu,pennsylvania state universityuniversity parkpausa,
aies,2018,0,32787213278765,Mathieu,d'Aquin,,national university of ireland galwaygalwayireland,
aies,2018,1,32787213278765,Pinelopi,Troullinou,,the open universitymilton keynesunited kingdom,
aies,2018,2,32787213278765,Noel E.,O'Connor,,dublin city universitydublinireland,
aies,2018,3,32787213278765,Aindrias,Cullen,,dublin city universitydublinireland,
aies,2018,4,32787213278765,Gráinne,Faller,,fh media consulting ltddublinireland,
aies,2018,5,32787213278765,Louise,Holden,,fh media consulting ltddublinireland,
aies,2018,0,32787213278796,Shiva,Kaul,cmu,carnegie mellon universitypittsburghpausa,
aies,2018,0,32787213278751,Marisa,Vasconcelos,ibm,ibm researchsao paulobrazil,
aies,2018,1,32787213278751,Carlos,Cardonha,ibm,ibm researchsao paulobrazil,
aies,2018,2,32787213278751,Bernardo,Gonçalves,ibm,ibm researchsao paulobrazil,
aies,2018,0,32787213278761,Mahmoudreza,Babaei,mpi-sws,max planck institute for software systemssaarbruckengermany,
aies,2018,1,32787213278761,Juhi,Kulshrestha,mpi-sws,max planck institute for software systemssaarbruckengermany,
aies,2018,2,32787213278761,Abhijnan,Chakraborty,iit,max planck institute for software systems ampiit kharagpurindiasaarbruckengermany,
aies,2018,3,32787213278761,Fabrício,Benevenuto,ufmg,universidade federal de minas geraisbelo horizontebrazil,
