conference,year,index,paper_id,given_name,family_name,org,institution,email
aies,2019,0,33066183314266,Junaid,Ali,mpi-sws,max planck institute for software systemssaarbrckengermany,
aies,2019,1,33066183314266,Muhammad Bilal,Zafar,mpi-sws,max planck institute for software systemssaarbrckengermany,
aies,2019,2,33066183314266,Adish,Singla,mpi-sws,max planck institute for software systemssaarbrckengermany,
aies,2019,3,33066183314266,Krishna P.,Gummadi,mpi-sws,max planck institute for software systemssaarbrckengermany,
aies,2019,0,33066183314260,Lior,Wolf,fb,facebook ai research amptel aviv universitytel avivisrael,
aies,2019,1,33066183314260,Tomer,Galanti,tau,tel aviv universitytel avivisrael,
aies,2019,2,33066183314260,Tamir,Hazan,technion,technionhaifaisrael,
aies,2019,0,33066183314282,Naman,Goel,polytechnique,ecole polytechnique fdrale de lausannelausanneswitzerland,
aies,2019,1,33066183314282,Boi,Faltings,polytechnique,ecole polytechnique fdrale de lausannelausanneswitzerland,
aies,2019,0,33066183314262,Rodrigo,L. Cardoso,ufmg,universidade federal de minas geraisbelo horizontebrazil,
aies,2019,1,33066183314262,Wagner,Meira Jr.,ufmg,universidade federal de minas geraisbelo horizontebrazil,
aies,2019,2,33066183314262,Virgilio,Almeida,ufmg,universidade federal de minas geraisbelo horizontebrazil,
aies,2019,3,33066183314262,Mohammed,J. Zaki,rpi,rensselaer polytechnic institutetroynyusa,
aies,2019,0,33066183314281,Tathagata,Chakraborti,ibm,ibm research aicambridgemausa,
aies,2019,1,33066183314281,Subbarao,Kambhampati,asu,arizona state universitytempeazusa,
aies,2019,0,33066183314280,Joe,Cruz,,williams collegewilliamstownmausa,
aies,2019,0,33066183314225,Ryan,Calo,washington,university of washingtonseattlewausa,
aies,2019,0,33066183314227,Anca,Dragan,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,0,33066183314269,Charles M.,Giattino,duke,duke universitydurhamncusa,
aies,2019,1,33066183314269,Lydia,Kwong,duke,duke universitydurhamncusa,
aies,2019,2,33066183314269,Chad,Rafetto,duke,duke universitydurhamncusa,
aies,2019,3,33066183314269,Nita A.,Farahany,duke,duke universitydurhamncusa,
aies,2019,0,33066183314259,Alexander,Peysakhovich,fb,facebook ai researchnew yorknyusa,
aies,2019,0,33066183314261,Ava Thomas,Wright,uga,university of georgiaathensgausa,
aies,2019,0,33066183314240,Han,Yu,ntu,nanyang technological universitysingaporesingapore,
aies,2019,1,33066183314240,Chunyan,Miao,ntu,nanyang technological universitysingaporesingapore,
aies,2019,2,33066183314240,Yongqing,Zheng,gmail,shandong universityjinanchina,
aies,2019,3,33066183314240,Lizhen,Cui,gmail,shandong universityjinanchina,
aies,2019,4,33066183314240,Simon,Fauvel,ntu,nanyang technological universitysingaporesingapore,
aies,2019,5,33066183314240,Cyril,Leung,ubc,the university of british columbiavancouvercanada,
aies,2019,0,33066183314323,Alan,Mishler,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,0,33066183314242,Andrew,Morgan,cornell,cornell universityithacanyusa,
aies,2019,1,33066183314242,Rafael,Pass,cornell,cornell technew york citynyusa,
aies,2019,0,33066183314245,Ravi,Pandya,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,1,33066183314245,Sandy H.,Huang,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,2,33066183314245,Dylan,Hadfield-Menell,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,3,33066183314245,Anca D.,Dragan,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,0,33066183314283,Bishwamittra,Ghosh,nus,national university of singaporesingaporesingapore,
aies,2019,1,33066183314283,Kuldeep S.,Meel,nus,national university of singaporesingaporesingapore,
aies,2019,0,33066183317964,Daniel,McNamara,anu,australian national university ampcsiro datacanberraaustralia,
aies,2019,1,33066183317964,Cheng Soon,Ong,anu,australian national university ampcsiro datacanberraaustralia,
aies,2019,2,33066183317964,Robert C.,Williamson,anu,australian national university ampcsiro datacanberraaustralia,
aies,2019,0,33066183314311,Michelle C.,Ausman,,california polytechnic state universitysan luis obispocausa,
aies,2019,0,33066183314315,Vasanth,Sarathy,tufts,tufts universitymedfordmausa,
aies,2019,0,33066183314320,Duncan C.,McElfresh,umd,university of marylandcollege parkmdusa,
aies,2019,0,33066183314310,Amanda,Coston,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,0,33066183314318,Elija,Perrier,uts,university of technologysydneysydneyaustralia,
aies,2019,0,33066183314324,Fernando A.,Delgado,cornell,cornell universityithacanyusa,
aies,2019,0,33066183314292,Eric P. S.,Baumer,ethz,lehigh universitybethlehempausa,
aies,2019,1,33066183314292,Micki,McGee,,fordham universitybronxnyusa,
aies,2019,0,33066183314237,Timothy,Geary,,california state universitymonterey baymontereycausa,
aies,2019,1,33066183314237,David,Danks,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,0,33066183314230,Mark,Ibrahim,,center for machine learningcapital onenew yorknyusa,
aies,2019,1,33066183314230,Melissa,Louie,,center for machine learningcapital onenew yorknyusa,
aies,2019,2,33066183314230,Ceena,Modarres,,center for machine learningcapital onenew yorknyusa,
aies,2019,3,33066183314230,John,Paisley,columbia,columbia universitynew yorknyusa,
aies,2019,0,33066183314290,Daniel,McNamara,anu,australian national university ampcsiro datacanberraaustralia,
aies,2019,0,33066183314239,Vahid,Behzadan,,kansas state universitymanhattanksusa,
aies,2019,1,33066183314239,James,Minton,,kansas state universitymanhattanksusa,
aies,2019,2,33066183314239,Arslan,Munir,,kansas state universitymanhattanksusa,
aies,2019,0,33066183314250,Dylan,Hadfield-Menell,berkeley,university of californiaberkeley ampcenter for humancompatible aiberkeleycausa,
aies,2019,1,33066183314250,Gillian K.,Hadfield,toronto,university of toronto ampvector institute for ai ampopenai ampcenter for humancompatible aitorontooncanada,
aies,2019,0,33066183314294,Thomas Krendl,Gilbert,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,1,33066183314294,Yonatan,Mintz,gatech,georgia institute of technologyatlantagausa,
aies,2019,0,33066183314276,Cristina,Cornelio,ibm,ibm researchyorktown heightsnyusa,
aies,2019,1,33066183314276,Lucrezia,Furian,,university of padovapadovaitaly,
aies,2019,2,33066183314276,Antonio,Nicolò,manchester,university of padova ampuniversity of manchesterpadovaitaly,
aies,2019,3,33066183314276,Francesca,Rossi,ibm,ibm research ampuniversity of padovayorktown heightsnyusa,
aies,2019,0,33066183314314,Nripsuta Ani,Saxena,usc,university of southern californialos angelescausa,
aies,2019,0,33066183314291,Daniel,Lim,duke,duke kunshan universitykunshanchina,
aies,2019,0,33066183314295,Sean,Welsh,,university of canterburychristchurchnew zealand,
aies,2019,0,33066183314247,Paul,Duckworth,ox,university of oxfordoxfordunited kingdom,
aies,2019,1,33066183314247,Logan,Graham,ox,university of oxfordoxfordunited kingdom,
aies,2019,2,33066183314247,Michael,Osborne,ox,university of oxfordoxfordunited kingdom,
aies,2019,0,33066183314308,Filip,Michalsky,harvard,harvard universitycambridgemausa,
aies,2019,0,33066183314319,De'Aira,Bryant,gatech,georgia institute of technologyatlantagausa,
aies,2019,0,33066183314246,Christian,Borgs,microsoft,microsoft researchcambridgemausa,
aies,2019,1,33066183314246,Jennifer,Chayes,microsoft,microsoft researchcambridgemausa,
aies,2019,2,33066183314246,Nika,Haghtalab,microsoft,microsoft researchcambridgemausa,
aies,2019,3,33066183314246,Adam Tauman,Kalai,microsoft,microsoft researchcambridgemausa,
aies,2019,4,33066183314246,Ellen,Vitercik,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,0,33066183314251,Huao,Li,pitt,university of pittsburghpittsburghpausa,
aies,2019,1,33066183314251,Stephanie,Milani,cmu,university of marylandbaltimore county ampcarnegie mellon universitybaltimoremdusa,
aies,2019,2,33066183314251,Vigneshram,Krishnamoorthy,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,3,33066183314251,Michael,Lewis,pitt,university of pittsburghpittsburghpausa,
aies,2019,4,33066183314251,Katia,Sycara,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,0,33066183314312,Daniel,McNamara,anu,australian national university ampcsiro datacanberraaustralia,
aies,2019,0,33066183314321,Meir,Friedenberg,cornell,cornell universityithacanyusa,
aies,2019,0,33066183314277,Alejandro,Noriega-Campero,mit,massachusetts institute of technologycambridgemausa,
aies,2019,1,33066183314277,Michiel A.,Bakker,mit,massachusetts institute of technologycambridgemausa,
aies,2019,2,33066183314277,Bernardo,Garcia-Bulle,cam,mexican institute of technologycambridgemausa,
aies,2019,3,33066183314277,Alex 'Sandy',Pentland,mit,massachusetts institute of technologycambridgemausa,
aies,2019,0,33066183314325,McKane,Andrus,berkeley,university of californiaberkeleyberkeleycausa,
aies,2019,0,33066183314235,Zhiyuan,Lin,stanford,stanford universitystanfordcausa,
aies,2019,1,33066183314235,Alex,Chohlas-Wood,stanford,stanford universitystanfordcausa,
aies,2019,2,33066183314235,Sharad,Goel,stanford,stanford universitystanfordcausa,
aies,2019,0,33066183314272,Arifah,Addison,,university of canterburychristchurchnew zealand,
aies,2019,1,33066183314272,Christoph,Bartneck,,university of canterburychristchurchnew zealand,
aies,2019,2,33066183314272,Kumar,Yogeeswaran,,university of canterburychristchurchnew zealand,
aies,2019,0,33066183314317,Aaron,Springer,ucsd,university of california santa cruzsanta cruzcausa,
aies,2019,0,33066183314249,Tracy Hresko,Pearl,,texas tech university school of lawlubbocktxusa,
aies,2019,0,33066183314316,Kacper,Sokol,bristol,university of bristolbristolunited kingdom,
aies,2019,0,33066183314231,Sky,Croeser,,curtin universityperthaustralia,
aies,2019,1,33066183314231,Peter,Eckersley,,partnership on ai and effsan franciscocausa,
aies,2019,0,33066183314306,Ryan Blake,Jackson,mines,colorado school of minesgoldencousa,
aies,2019,0,33066183314258,Dylan,Hadfield-Menell,berkeley,university of californiaberkeley ampcenter for humancompatible aiberkeleycausa,
aies,2019,1,33066183314258,Mckane,Andrus,berkeley,university of californiaberkeley ampcenter for humancompatible aiberkeleycausa,
aies,2019,2,33066183314258,Gillian,Hadfield,toronto,university of toronto ampvector institute for ai ampopenai ampcenter for humancompatible aitorontooncanada,
aies,2019,0,33066183314257,Beishui,Liao,zju,zhejiang universityhangzhouchina,
aies,2019,1,33066183314257,Marija,Slavkovik,uib,university of bergenbergennorway,
aies,2019,2,33066183314257,Leendert,van der Torre,,university of luxembourgluxembourg cityluxembourg,
aies,2019,0,33066183314264,Shervin,Shahrdar,fau,florida atlantic universityboca ratonflusa,
aies,2019,1,33066183314264,Corey,Park,fau,florida atlantic universityboca ratonflusa,
aies,2019,2,33066183314264,Mehrdad,Nojoumian,fau,florida atlantic universityboca ratonflusa,
aies,2019,0,33066183314252,Bertram F.,Malle,brown,brown universityprovidenceriusa,
aies,2019,1,33066183314252,Paul,Bello,washington,usnaval research laboratorywashingtondcusa,
aies,2019,2,33066183314252,Matthias,Scheutz,tufts,tufts universitymedfordmausa,
aies,2019,0,33066183314255,Luca,Oneto,unipi,dibris university of genoagenovaitaly,
aies,2019,1,33066183314255,Michele,Doninini,eurecom,istituto italiano di tecnologiagenovaitaly,
aies,2019,2,33066183314255,Amon,Elders,eurecom,istituto italiano di tecnologiagenovaitaly,
aies,2019,3,33066183314255,Massimiliano,Pontil,ucl,istituto italiano di tecnologia ampuniversity college londongenovaitaly,
aies,2019,0,33066183314284,De'Aira,Bryant,gatech,georgia institute of technologyatlantagausa,
aies,2019,1,33066183314284,Ayanna,Howard,gatech,georgia institute of technologyatlantagausa,
aies,2019,0,33066183314265,The Anh,Han,,teesside univeresitymiddlesbroughunited kingdom,
aies,2019,1,33066183314265,Luís Moniz,Pereira,,universidade nova de lisboalisbonportugal,
aies,2019,2,33066183314265,Tom,Lenaerts,gmail,universitlibre de bruxelles ampvrije universiteit brusselbrusselsbelgium,
aies,2019,0,33066183314248,Nripsuta Ani,Saxena,usc,university of southern californialos angelescausa,
aies,2019,1,33066183314248,Karen,Huang,harvard,harvard universitycambridge mausa,
aies,2019,2,33066183314248,Evan,DeFilippis,harvard,harvard universitycambridgemausa,
aies,2019,3,33066183314248,Goran,Radanovic,harvard,harvard universitycambridgemausa,
aies,2019,4,33066183314248,David C.,Parkes,harvard,harvard universitycambridgemausa,
aies,2019,5,33066183314248,Yang,Liu,ucsd,university of californiasanta cruzsanta cruzcausa,
aies,2019,0,33066183314228,David,Danks,cmu,carnegie mellon universitypittsburghpausa,
aies,2019,0,33066183314254,Emanuelle,Burton,uic,university of illinois at chicagochicagoilusa,
aies,2019,1,33066183314254,Kristel,Clayville,,zygon center for religion and sciencechicagoilusa,
aies,2019,2,33066183314254,Judy,Goldsmith,ntu,university of kentuckylexingtonkyusa,
aies,2019,3,33066183314254,Nicholas,Mattei,,tulane universitynew orleanslausa,
aies,2019,0,33066183314263,Wenjie,Hu,stanford,stanford universitystanfordcausa,
aies,2019,1,33066183314263,Jay Harshadbhai,Patel,stanford,stanford universitystanfordcausa,
aies,2019,2,33066183314263,Zoe-Alanah,Robert,stanford,stanford universitystanfordcausa,
aies,2019,3,33066183314263,Paul,Novosad,dartmouth,dartmouth collegehanovernhusa,
aies,2019,4,33066183314263,Samuel,Asher,washington,world bankwashingtondcusa,
aies,2019,5,33066183314263,Zhongyi,Tang,stanford,stanford universitystanfordcausa,
aies,2019,6,33066183314263,Marshall,Burke,stanford,stanford universitystanfordcausa,
